"longitude","latitude","address","objectid","facilityid","neighborhood","ward"
-76.9306473858306,38.8856429014755,"245 50TH ST SE",135871,"30500-020-3005-0382-000","Marshall Heights",7
-77.0013769480188,38.9244745804518,"315 EVARTS ST NE",135874,"23393-030-3005-0161-000","Edgewood",5
-77.0765291614709,38.9455874614651,"3825 WINDOM PL NW",135884,"19399-380-3005-0535-000","North Cleveland Park",3
-76.9844093153612,38.9317731813693,"3300 blk 15TH ST NE/Kearney St",135885,"20150-330-3001-0318-000","Brookland",5
-76.9507963961858,38.8970803427011,"0 KENILWORTH AVE NE",135897,"25180-753-3001-0427-000","Pepco Benning Road Plant",7
-76.9514314807011,38.8965755971157,"0 KENILWORTH AVE NE",135899,"25180-753-3001-0169-000","Pepco Benning Road Plant",7
-76.948827243346,38.8986551996169,"0 KENILWORTH AVE NE",135910,"25180-760-3001-0454-000","Parkside",7
-77.0146349534677,38.9626668388628,"214 PEABODY ST NW",135930,"16968-020-3001-0265-000","Manor Park",4
-76.9766819466786,38.9350456733517,"1800 blk OTIS ST NE",135931,"26805-180-3005-0878-000","Woodridge",5
-76.9509819473792,38.8969291986258,"0 KENILWORTH AVE NE",135932,"25180-753-3001-0349-000","Pepco Benning Road Plant",7
-76.9510815765112,38.8968523870565,"0 KENILWORTH AVE NE",135933,"25180-753-3001-0309-000","Pepco Benning Road Plant",7
-76.9516810921309,38.8963722392265,"0 KENILWORTH AVE NE",135937,"25180-753-3001-0065-000","Pepco Benning Road Plant",7
-77.0870995730654,38.9133450328074,"4614 RESERVOIR RD NW",135954,"17533-460-3001-0371-000","Palisades",3
-76.9305529884804,38.886064888103,"245 50TH ST SE",135967,"30500-020-3005-0213-000","Marshall Heights",7
-76.9305121960513,38.8862157893159,"245 50TH ST SE",135968,"30500-020-3005-0170-000","Marshall Heights",7
-76.9173609758687,38.88834000737,"30 58TH ST SE",135998,"30580-000-3001-0533-000","Capitol View",7
-76.9164751491625,38.8950157230416,"400 BLK 59TH ST NE",136010,"20590-040-3001-0193-000","Northeast Boundary",7
-76.9164760985697,38.8949191435211,"400 BLK 59TH ST NE",136011,"20590-040-3001-0158-000","Northeast Boundary",7
-77.0148212850398,38.9652776770906,"6231 NORTH DAKOTA AVE NW",136053,"16545-620-3005-0154-000","Manor Park",4
-76.9137338561561,38.89471704602,"400 BLK 61ST ST NE",136067,"20610-040-3001-0059-000","Northeast Boundary",7
-76.9149734890784,38.8965021494238,"501 60TH ST NE",136071,"20600-050-3005-0217-000","Northeast Boundary",7
-76.9149710890509,38.8964115223226,"501 60TH ST NE",136072,"20600-050-3005-0194-000","Northeast Boundary",7
-76.9149702307633,38.8963123961881,"501 60TH ST NE",136073,"20600-050-3005-0153-000","Northeast Boundary",7
-76.9937280940564,38.8292691300128,"808 CHESAPEAKE ST SE",136084,"32255-075-3001-0331-000","Washington Highlands",8
-77.0179771434365,38.9581870924066,"5611 4TH ST NW",136104,"10040-560-3005-0208-000","Manor Park",4
-77.0179718289111,38.9581130499222,"5609 4TH ST NW",136105,"10040-560-3005-0183-000","Manor Park",4
-76.9749018580706,38.8679955146657,"1812 22ND ST SE",136119,"30220-180-3001-0093-000","Fairlawn",8
-76.9311702950684,38.8847502902954,"4928 CALL PL SE",136133,"31995-490-3001-0625-000","Marshall Heights",7
-77.0003436419686,38.8314232100374,"412 CONDON TER SE",136225,"32483-040-3001-0090-000","Washington Highlands",8
-76.9349866419547,38.8759332162722,"1213 45TH PL SE",136233,"30453-120-3005-0206-000","Benning Ridge",7
-76.9909947084733,38.9128334108519,NA,136518,"26246-090-3001-0342-000","Ivy City",5
-76.9911157175588,38.9126503582579,NA,136520,"26246-090-3001-0270-000","Gov Fleet Parking",5
-77.0069515753303,38.9681602684736,"32 UNDERWOOD PL NE",136533,"28736-000-3001-0114-000","Lamond Riggs",4
-76.9326608258634,38.9056903490043,"1131 48TH PL NE",136545,"20483-110-3005-0369-000","Deanwood",7
-76.9326641166187,38.9054790376963,"1119 48TH PL NE",136546,"20483-110-3005-0292-000","Deanwood",7
-76.9326596127546,38.9055949620198,"1131 48TH PL NE",136547,"20483-110-3005-0334-000","Deanwood",7
-76.9326607723352,38.9057470502889,"1100 BLK 48TH PL NE",136548,"20483-110-3005-0389-000","Deanwood",7
-76.9326567744235,38.9050516376477,"1107 48TH PL NE",136551,"20483-110-3005-0120-000","Deanwood",7
-76.9326546366475,38.905134696615,"1117 48TH PL NE",136552,"20483-110-3005-0150-000","Deanwood",7
-76.991050940553,38.9127145321868,NA,136553,"26246-090-3001-0300-000","Ivy City",5
-76.9910097084454,38.9127754778623,NA,136554,"26246-090-3001-0325-000","Ivy City",5
-76.9909808443533,38.9129073502323,NA,136557,"26246-090-3001-0375-000","Ivy City",5
-76.9910108147037,38.9130324292231,NA,136558,"26246-090-3001-0416-000","Ivy City",5
-76.991050628491,38.9131050291135,NA,136559,"26246-090-3001-0450-000","Ivy City",5
-76.9910970821949,38.9131581835906,NA,136560,"26246-090-3001-0475-000","Ivy City",5
-76.9912049264627,38.9132437519491,NA,136561,"26246-090-3001-0525-000","Ivy City",5
-76.9912862283702,38.9132774636391,NA,136562,"26246-090-3001-0550-000","Ivy City",5
-77.072379174758,38.9281301501546,"3600 BLK MASSACHUSETTS AVE NW/GARFIELD",136655,"15960-367-3005-0159-000","National Cathedral Grounds",3
-77.0724649157102,38.9281988373234,"3600 BLK MASSACHUSETTS AVE NW/GARFIELD",136656,"15960-367-3005-0194-000","National Cathedral Grounds",3
-76.9634790289694,38.9263721165551,"OPP 2830 BLADENSBURG RD NE",136657,"21599-295-3005-0355-010","Fort Lincoln",5
-76.9633458917497,38.9264865474575,"OPP 2830 BLADENSBURG RD NE",136658,"21599-295-3005-0411-010","Fort Lincoln",5
-77.1076790581609,38.9358282575991,"0 LOUGHBORO RD NW",136730,"15700-520-3005-0072-000","Sibley Hospital",3
-76.9904767331059,38.9396040019463,"1111 SHEPHERD ST NE",136764,"27956-110-3005-0273-000","University Heights",5
-77.0956745818048,38.9227430024454,"4830 CALVERT ST NW",136786,"12002-485-3001-0029-000","Berkley/Foxhall Crescents",3
-76.9347123459284,38.8765398829275,"4500 BLK HILLSIDE RD SE",136793,"34537-450-3001-0112-000","Benning Ridge",7
-76.9345280245155,38.876539212501,"4500 BLK HILLSIDE RD SE",136794,"34537-450-3001-0158-000","Benning Ridge",7
-76.9343611166344,38.8765413877765,"4500 BLK HILLSIDE RD SE",136795,"34537-450-3001-0205-000","Benning Ridge",7
-76.9700578034774,38.8580328962943,"2501 25TH ST SE",136798,"30250-240-3005-0443-000","Skyland",8
-76.9700570106242,38.8566516606266,"2498 ALABAMA AVE SE",136802,"30936-246-3001-0299-000","Woodland",8
-77.0211709115273,38.9155295233005,"620 T ST NW",136852,"18456-067-3001-0084-000","Shaw",1
-77.0716397043524,38.9448440422223,"3641 WARREN ST NW",136909,"19119-365-3005-0350-000","North Cleveland Park",3
-77.035011236774,38.9832741465533,"1433 JUNIPER ST NW",136922,"15070-140-3005-0438-000","Shepherd Park",4
-77.0872204062942,38.9087545660747,"4622 Q ST NW",136925,"17286-467-3001-0305-000","Palisades",3
-77.0871992143553,38.9087853864148,"4622 Q ST NW",136926,"17286-467-3001-0315-000","Palisades",3
-77.0872439770917,38.946239493565,"4416 YUMA ST NW",136944,"19522-440-3001-0293-000","American University Park",3
-77.0059564732632,38.8296278851834,"4113 1ST ST SE",136988,"30010-420-3005-0217-000","Bellevue",8
-77.0032275036756,38.8330894131827,"100 XENIA ST SE",137010,"39490-010-3001-0765-000","Congress Heights",8
-77.0388872331118,38.9434644754418,"4314 17TH ST NW",137017,"10170-430-3001-0172000","Crestwood",4
-77.0387573244611,38.9441232809837,"4403 17TH ST NW",137019,"10170-430-3005-0025-000","Crestwood",4
-77.0387566369068,38.9458018998879,"4507 17TH ST NW",137023,"10170-450-3005-0245-000","Crestwood",4
-76.9935752220219,38.8288625669508,"0 8TH ST SE",137099,"30080-420-3005-0116-000","Washington Highlands",8
-76.9916639335419,38.8328585898046,"3900 blk 9TH ST SE",137107,"30090-387-3005-0087-000","Washington Highlands",8
-76.9913093787372,38.8325877991804,"3900 blk 9TH ST SE",137108,"30090-390-3005-0044-000","Washington Highlands",8
-76.9912370892833,38.8325283925486,"3900 blk 9TH ST SE",137109,"30090-390-3005-0074-000","Washington Highlands",8
-76.9896071828661,38.8313962585052,"4302 9TH ST SE",137119,"30090-410-3001-0119-000","Washington Highlands",8
-77.0006654550241,38.9179496366075,"2000 blk 4TH ST NE",137172,"20040-200-3001-0327-000","Eckington",5
-77.000664616886,38.9186341841742,"2118 4TH ST NE",137174,"20040-210-3001-0189-000","Eckington",5
-76.9748924133128,38.8676614711659,"1814 22ND ST SE",137229,"30220-180-3001-0200-000","Fairlawn",8
-76.9699131809139,38.8581805401546,"2400 BLK 25TH ST SE",137246,"30250-240-3001-0389-000","Skyland",8
-76.9699093898713,38.8578128325189,"OPP 2501 25TH ST SE",137248,"30250-240-3001-0515-000","Skyland",8
-76.9790743621546,38.9258619906431,"2806 18TH ST NE/Franklin St",137259,"20180-280-3001-0100-000","Langdon",5
-76.9366513882163,38.9012794450417,"830 46TH ST NE",137262,"20460-087-3001-0221-000","Deanwood",7
-76.9634936754254,38.9234043166974,"3101 DOUGLAS ST NE",137308,"23022-310-3005-0042-000","Gateway",5
-76.9935132273482,38.9245713548431,"902 EVARTS ST NE",137318,"23393-090-3001-0064-000","Brookland",5
-76.9920822823196,38.831524408272,"800 BARNABY ST SE",137328,"31326-085-3001-0291-000","Washington Highlands",8
-76.9326534080583,38.9048545816231,"1107 48TH PL NE",137351,"20483-110-3005-0048-000","Deanwood",7
-76.932659554672,38.9050086464815,"1107 48TH PL NE",137352,"20483-110-3005-0120-000","Deanwood",7
-76.9992549977185,38.8440731284545,"556 RALEIGH ST SE",137365,"37436-035-3001-0401-000","Congress Heights",8
-76.9234298764964,38.8880058045662,"66 54TH ST SE",137405,"30540-000-3001-0655-000","Capitol View",7
-76.9817804042682,38.9235003633927,"1548 DOUGLAS ST NE/Channing St",137444,"23022-150-3001-0189-000","Langdon",5
-76.9629825648754,38.92678269956,"OPP 2850 BLADENSBURG RD NE",137448,"21599-295-3005-0561-010","Fort Lincoln",5
-76.945151160745,38.8705275410012,"4034 ALABAMA AVE SE",137489,"30963-385-3001-2580-000","Fort Davis",7
-76.9475779359049,38.869259108781,"4013 ALABAMA AVE SE",137496,"30936-400-3005-0203-000","Fort Davis",7
-76.9467821252009,38.8697712157798,"4039 ALABAMA AVE SE",137501,"30936-400-3005-0502-000","Fort Davis",7
-76.9456863446078,38.8702368343193,"OPP 4024 ALABAMA AVE SE",137509,"30936-400-3005-0862-000","Fort Davis",7
-77.0018399721154,38.8218246160902,"4700 SOUTH CAPITOL ST BN",137530,"58125-470-3001-0040-000","Washington Highlands",8
-77.0064220527923,38.8245248222253,"4509 SOUTH CAPITOL ST BN",137535,"58125-450-3005-0230-000","Bellevue",8
-77.0070170657873,38.8254027499777,"4425 SOUTH CAPITOL ST BN",137537,"58125-440-3005-0258-000","Bellevue",8
-76.9835953207013,38.8605252497375,"2200 BLK POMEROY RD SE",137847,"30160-233-3001-0364-000","Fort Stanton Park",8
-76.9444184903256,38.8682846925859,"1500 FORT DUPONT ST SE",137849,"33737-150-3001-0204-000","Fort Davis",7
-76.9835982387616,38.8601413462864,"2200 BLK POMEROY RD SE",137867,"37111-210-3001-0144-000","Fort Stanton Park",8
-76.9836001116378,38.8600727767425,"2200 BLK POMEROY RD SE",137868,"37111-220-3001-0001-000","Fort Stanton Park",8
-76.9828074201329,38.8624120780766,"2309 16TH ST SE",137872,"30160-230-3005-0137-000","Anacostia",8
-76.985425698231,38.8640693210079,"OPP 1414 W ST SE",137881,"39015-140-3005-0124-000","Anacostia",8
-76.9853413243963,38.8640552593355,"OPP 1414 W ST SE",137882,"39015-140-3005-0149-000","Anacostia",8
-76.9848254984544,38.8639568474817,"OPP 1428 W ST SE",137884,"39015-140-3005-0299-000","Anacostia",8
-76.9831822175586,38.8610346825084,"2300 BLK 16TH ST SE",137886,"30160-233-3001-0229-000","Fort Stanton Park",8
-76.9833132753961,38.8609144855848,"2300 BLK 16TH ST SE",137887,"30160-233-3001-0252-000","Fort Stanton Park",8
-76.9833734454965,38.8608591973777,"2300 BLK 16TH ST SE",137888,"30160-235-3001-0006-000","Fort Stanton Park",8
-76.9827472827175,38.8631787984866,"2209 16TH ST SE",137906,"30160-220-3005-0138-000","Anacostia",8
-77.0666296766848,38.9532675971386,"3224 ELLICOTT ST NW",137919,"13276-320-3001-0400-000","Forest Hills",3
-77.0198270374124,38.9662635086542,"6300 5TH ST NW",137985,"10050-630-3005-0030-000","Manor Park",4
-76.9315723600259,38.9010227800823,"825 49TH ST NE",138004,"20490-080-3005-0439-000","Deanwood",7
-77.0210410052254,38.9699870207275,"529 VAN BUREN ST NW",138028,"18879-050-3005-0310-000","Takoma",4
-76.9802492951977,38.9078964774965,"1500 blk MOUNT OLIVET RD NE",138071,"26246-150-3005-0041-000","Trinidad",5
-76.9978303797534,38.9455082877463,"607 ALLISON ST NE/6th Pl",138099,"20988-060-3005-0125-000","Michigan Park",5
-76.9975072471567,38.8447716272007,"3010 MARTIN LUTHER KING JR AVE SE",138111,"35945-300-3001-0119-000","Congress Heights",8
-76.9991477520851,38.8436865261322,"3101 MARTIN LUTHER KING JR AVE SE",138116,"35945-310-3005-0215-000","Congress Heights",8
-77.012674954223,38.8267165815159,"opp 4332 MARTIN LUTHER KING JR AVE SW",138120,"45945-435-3005-0105-000","Bellevue",8
-77.0124926978386,38.9587987286805,"115 MADISON ST NW",138131,"15387-010-3005-0234-000","Manor Park",4
-76.9357368413434,38.8755507372601,"1222 44TH PL SE",138174,"30443-120-3001-0354-000","Benning Ridge",7
-76.9357023760863,38.8752691564531,"1228 44TH PL SE",138175,"30443-120-3001-0456-000","Benning Ridge",7
-77.0001466047316,38.8366957952756,"400 MISSISSIPPI AVE SE",138185,"36129-045-3001-0226-000","Congress Heights",8
-76.9276971876969,38.8896533972379,"5061 EAST CAPITOL ST SE",138199,"53191-510-3005-0077-000","Capitol View",7
-77.034312094152,38.972215649105,"1440 ASPEN ST NW",138218,"11157-140-3001-0228-000","Brightwood",4
-77.0345435005103,38.9722077272342,"1440 ASPEN ST NW",138219,"11157-140-3001-0294-000","Brightwood",4
-77.0347944750051,38.9722086381112,"1428 ASPEN ST NW",138220,"11157-140-3001-0365-000","Brightwood",4
-76.9285211867132,38.9059586200631,"1100 BLK 50TH ST NE",138228,"20500-110-3005-0449-000","Deanwood",7
-76.9365532711893,38.9030521800564,"1000 BLK 46TH ST NE",138237,"20460-095-3005-0081-000","Deanwood",7
-77.0886060934274,38.9414168199573,"4472 SEDGWICK ST NW",138246,"17904-440-3001-1038-000","American University Park",3
-77.0881199650093,38.941194473555,"4469 SEDGWICK ST NW",138253,"17904-440-3005-0858-000","American University Park",3
-77.0883836910169,38.9414174279383,"4489 SEDGWICK ST NW",138255,"17904-440-3005-0967-000","American University Park",3
-77.0629689401336,38.9518068233248,"3040 DAVENPORT ST NW",138265,"12749-300-3001-0389-000","Forest Hills",3
-77.0228397023785,38.9758796386864,"635 DAHLIA ST NW",138278,"12704-060-3005-0503-000","Takoma",4
-77.0417728241443,38.9009315417334,"818 18TH ST NW",138282,"10180-080-3001-0237-000","Downtown",2
-77.0778647245172,38.9272841447023,"opp 3909 WATSON PL NW",138303,"19165-280-3001-0516-000","Cathedral Heights",3
-77.0985949478737,38.9479655915345,"4943 ALBEMARLE ST NW",138311,"10949-490-3005-0518-000","American University Park",3
-77.0954856372718,38.9216911695475,"2343 KING PL NW",138312,"15258-220-3005-0912-000","Berkley/Foxhall Crescents",3
-77.0570998929515,38.9297737643951,"2933 28TH ST NW",138330,"10280-290-3005-0458-000","Woodley Park",3
-77.0624969131484,38.9335507273237,"3107 MACOMB ST NW",138341,"15798-300-3005-0455-000","Cleveland Park",3
-77.027139996716,38.9359231774455,"3700 BLK 10TH ST NW",138377,"10100-370-3005-0095-000","16th Street Heights",4
-76.9288116054051,38.8834345169322,"0 51ST ST SE",138412,"30510-040-3005-0070-000","Marshall Heights",7
-76.9880553868905,38.9405544280227,"1301 MICHIGAN AVE NE",138676,"26058-130-3005-0083-000","University Heights",5
-76.9803394723896,38.9207308473733,"1671 MONTANA AVE NE",138724,"26155-150-3005-1040-000","Brentwood",5
-77.0117367903809,38.9262342642451,"UNIT BLOCK MICHIGAN AVE NW",138791,"16058-000-3001-0741-000","Washington Hospital Center",5
-76.986844777839,38.8595981301813,"2220 BRYAN PL SE",138908,NA,"Buena Vista",8
-76.9998534973222,38.9317749323703,"300 blk MICHIGAN AVE NE/Harewood Rd",138956,"26058-040-3001-0241-000","Catholic University and other Catholic Institutions",5
-76.9435318709165,38.9066760569213,"4141 ANACOSTIA AVE NE",138970,"21033-410-3005-0890-000","Eastland Gardens",7
-76.9359850803392,38.8781748281219,"1114 45TH PL SE",138997,"30453-110-3001-0184-000","Benning Ridge",7
-76.9862613100301,38.910170087055,"1716 WEST VIRGINIA AVE NE",138994,"29262-167-3001-0529-000","Ivy City",5
-77.0149761505446,38.9512220725866,"243 FARRAGUT ST NW",139016,"13497-020-3005-0430-000","Petworth",4
-77.0376789383598,38.9687166267257,"1624 UNDERWOOD ST NW",139058,"18742-165-3001-0370-000","Brightwood",4
-76.9244362509875,38.8877681704837,"60 53RD PL SE",139139,"30533-000-3001-0743-000","Capitol View",7
-77.0266330560128,38.9550778643466,"opp 5324 ILLINOIS AVE NW",139207,"14790-530-3005-0372-000","Petworth",4
-77.0017312973641,38.9433640378527,"0 HAWAII AVE NE",139215,"24381-020-3005-0684-000","Catholic University and other Catholic Institutions",5
-77.0015571432493,38.9431538583546,"0 HAWAII AVE NE",139216,"24381-020-3005-0764-000","Catholic University and other Catholic Institutions",5
-77.1006390566517,38.9207584963487,"2330 NEBRASKA AVE NW",139257,"16376-225-3001-0253-000","Palisades",3
-76.9318033759314,38.8978577743931,"651 49TH ST NE",139269,"20490-060-3005-0642-000","Hillbrook",7
-76.9234204629029,38.8874134903602,"93 54TH ST SE",139291,"30540-000-3005-0867-000","Capitol View",7
-77.0203318576973,38.9672431507997,"508 TUCKERMAN ST NW",139317,"18684-050-3001-0109-000","Brightwood",4
-77.0204945319257,38.9672401947913,"516 TUCKERMAN ST NW",139318,"18684-050-3001-0156-000","Brightwood",4
-77.0210599438656,38.967246381065,"526 TUCKERMAN ST NW",139320,"18684-050-3001-0315-000","Brightwood",4
-77.0212781357295,38.9672463415615,"600 TUCKERMAN ST NW",139321,"18684-050-3001-0381-000","Brightwood",4
-77.0996512101386,38.9302126195345,"3019 ARIZONA AVE NW",139343,"11092-290-3005-0765-000","Kent",3
-77.0575683678815,38.9717082319809,"6250 29TH ST NW",139361,"10290-620-3001-0597-000","Chevy Chase",4
-76.9587423300612,38.8769319057437,"3249 MASSACHUSETTS AVE SE",139452,"35960-322-3005-0418-000","Dupont Park",7
-76.9777090145984,38.9213500662219,"1836 BRYANT ST NE",139496,"21872-180-3001-0346-000","Langdon",5
-76.977584915253,38.9213383420406,"1834 BRYANT ST NE",139497,"21872-180-3001-0381-000","Langdon",5
-76.9774757911595,38.9213349780346,"1850 BRYANT ST NE",139498,"21872-180-3001-0413-000","Langdon",5
-76.9769429992626,38.9213499173187,"1876 BRYANT ST NE",139502,"21872-180-3001-0565-000","Langdon",5
-76.9767974946898,38.9213632606244,"1878 BRYANT ST NE",139503,"21872-180-3001-0605-000","Langdon",5
-76.9766748171497,38.9213654647921,"1914 BRYANT ST NE",139504,"21872-180-3001-0637-000","Langdon",5
-77.0219089932172,38.9563349836628,"622 KENNEDY ST NW",139509,"15206-050-3001-0560-000","Petworth",4
-76.9846861431813,38.9100196265226,"1201 MOUNT OLIVET RD NE",139533,"26246-130-3005-0108-000","Trinidad",5
-76.9839226048752,38.9097492199467,"1237 MOUNT OLIVET RD NE",139535,"26246-130-3005-0346-000","Trinidad",5
-77.0746722825232,38.9433397620093,"4202 38TH ST NW",139545,"10380-420-3001-0042-000","North Cleveland Park",3
-77.0746748232377,38.9437890728691,"4210 38TH ST NW",139549,"10380-420-3001-0210-000","North Cleveland Park",3
-77.0757880185925,38.9479617373043,"3827 ALBEMARLE ST NW",139554,"10949-380-3005-0320-000","Wakefield",3
-76.9835459872893,38.9096225014047,"1247 MOUNT OLIVET RD NE",139558,"26246-130-3005-0444-000","Trinidad",5
-76.9832177057299,38.909452526777,"1253 MOUNT OLIVET RD NE",139559,"26246-130-3005-0579-000","Trinidad",5
-76.9826624758043,38.9091578845715,"1261 MOUNT OLIVET RD NE",139564,"26246-130-3005-0770-000","Trinidad",5
-76.9816701505073,38.908654158729,"1375 MOUNT OLIVET RD NE/trinidad",139569,"26246-140-3005-0200-000","Trinidad",5
-76.9809425349835,38.9082612345912,"1375 MOUNT OLIVET RD NE",139577,"26246-140-3005-0452-000","Trinidad",5
-76.9808533979213,38.9082108940597,"1375 MOUNT OLIVET RD NE",139578,"26246-140-3005-0483-000","Trinidad",5
-76.9806434722752,38.9080979455339,"1375 MOUNT OLIVET RD NE",139579,"26246-140-3005-0556-000","Trinidad",5
-76.9867623997156,38.9257085919432,"1346 FRANKLIN ST NE",139581,"23809-130-3001-0369-000","Brookland",5
-76.986419352253,38.9257243351616,"1350 FRANKLIN ST NE",139582,"23809-130-3001-0466-000","Brookland",5
-76.9918492061671,38.9264588220359,"1011 GIRARD ST NE",139585,"24043-100-3005-0156-000","Brookland",5
-76.9914460233322,38.9264605430035,"1021 GIRARD ST NE",139586,"24043-100-3005-0264-000","Brookland",5
-76.985735709177,38.9504209096618,"5000 14TH ST NE/Emerson St",139590,"20140-500-3001-0025-000","North Michigan Park",5
-76.9857355251839,38.9505978638777,"5008 14TH ST NE/Emerson St",139591,"20140-500-3001-0106-000","North Michigan Park",5
-76.98573563389,38.9507971976328,"5018 14TH ST NE/Emerson St",139592,"20140-500-3001-0179-000","North Michigan Park",5
-76.9436413309055,38.889900851424,"4126 EAST CAPITOL ST NE",139628,"53191-410-3001-0246-000","Benning",7
-76.9431982060042,38.8899006367865,"4144 EAST CAPITOL ST NE",139629,"53191-410-3001-0375-000","Benning",7
-77.0891819705205,38.9324741967447,"4509 LOWELL ST NW",139657,"15733-450-3005-0154-000","Wesley Heights",3
-76.9409602814993,38.8849512510644,"4300 BLK D ST SE",139689,"32691-435-3001-0192-000","Benning Ridge",7
-77.033525985326,38.9576882237332,"5604 14TH ST NW",139698,"10140-560-3001-0133-000","16th Street Heights",4
-77.0117858598657,38.952288437639,"110 GALLATIN ST NW",139706,"13906-010-3001-0108-000","Petworth",4
-77.0259103267212,38.9658246404959,"6225 9TH ST NW",139711,"10090-620-3005-0304-000","Brightwood",4
-77.0578100898466,38.9335508767951,"2901 MACOMB ST NW",139726,"15798-290-3005-0140-000","Cleveland Park",3
-77.0588038875605,38.9335529183234,"2935 MACOMB ST NW",139728,"15798-290-3005-0423-000","Cleveland Park",3
-77.059979883115,38.9355651032097,"2900 ORDWAY ST NW",139734,"16773-290-3001-0023-000","Cleveland Park",3
-77.0860469550008,38.9406063692081,"4419 SPRINGDALE ST NW",139735,"18190-440-3005-0266-000","American University Park",3
-77.0703692947343,38.9470432885332,"3612 ALTON PL NW",139740,"11007-360-3001-0132-003","North Cleveland Park",3
-77.0760577405927,38.9470496548689,"3810 ALTON PL NW",139744,"11007-380-3001-0412-000","North Cleveland Park",3
-77.0926763586062,38.9512316743311,"4700 47TH ST NW",139753,"10470-470-3001-0050-000","American University Park",3
-76.9163397815326,38.8965788965482,"523 59TH ST NE",139847,"20590-050-3005-0275-000","Northeast Boundary",7
-76.9358714229766,38.8756882253868,"1219 44TH PL SE",139850,"30443-120-3005-0299-000","Benning Ridge",7
-76.9890416330704,38.895403873877,"1235 DUNCAN PL NE",139881,"23107-120-3005-0343-000","Capitol Hill",6
-76.9937193657785,38.9536860605693,"5137 8TH ST NE/Galloway ",139899,"20080-515-3005-0116-000","Riggs Park",5
-77.0020440305261,38.9114628769888,"100 blk HARRY THOMAS WAY NE",139925,"24358-011-3005-0999-000","Eckington",5
-76.9965648733438,38.9432543885989,"4412 7TH ST NE",139949,"20070-440-3001-0236-000","Michigan Park",5
-76.9966654547769,38.943496703784,"4418 7TH ST NE",139951,"20070-440-3001-0327-000","Michigan Park",5
-76.9897689237974,38.8948485063285,"1206 D ST NE",139975,"22691-120-3001-0117-000","Capitol Hill",6
-77.0741758286449,38.9447430464063,"opp 3729 WARREN ST NW",139738,"19119-370-3001-0500-000","North Cleveland Park",3
-77.0041936497795,38.9289977488167,"1000 blk MICHIGAN AVE NE/Franklin St",140009,"26058-010-3005-0928-000","Catholic University and other Catholic Institutions",5
-77.0023106113267,38.9304028991041,"300 blk MICHIGAN AVE NE/Irving St",140010,"26058-033-3005-0023-000","Catholic University and other Catholic Institutions",5
-77.00188535055,38.9306426600275,"300 blk MICHIGAN AVE NE/Irving St",140012,"26058-033-3005-0172-000","Catholic University and other Catholic Institutions",5
-77.0065883279232,38.9268757128296,"65 MICHIGAN AVE NE",140017,"26058-004-3005-0392-000","Stronghold",5
-77.0041569344928,38.9293642256316,"1000 blk Michigan Ave NE/Franklin St",140038,"26058-010-3001-1064-000","Park Place/Cloisters",5
-77.0032255689091,38.9301486834428,"1000 blk Michigan Ave NE/Franklin St",140043,"26058-010-3001-1445-000","Catholic University and other Catholic Institutions",5
-76.9833229747472,38.9329807534256,"1532 MONROE ST NE",140052,"26142-150-3001-0319-000","Brookland",5
-76.9832071224561,38.9328892153351,"opp 1528 MONROE ST NE",140055,"26142-150-3005-0349-000","Brookland",5
-76.982995748427,38.9328980417442,"1500 blk MONROE ST NE",140056,"26142-150-3005-0395-000","Brookland",5
-76.9834686551619,38.9328794156164,"opp 1528 MONROE ST NE",140058,"26142-150-3005-0275-000","Brookland",5
-76.9689581970064,38.9270235721108,"2837 27TH ST NE",140075,"20270-280-3005-0415-000","Langdon",5
-76.9636268449935,38.931680136268,"3234 WALNUT ST NE/vista St",140096,"29061-320-3001-0444-000","Woodridge",5
-76.9629425572494,38.9312851399658,"3213 WALNUT ST NE/Vista St",140099,"29061-320-3005-0205-000","Woodridge",5
-76.963995439868,38.9321048228359,"3249 WALNUT ST NE/Vista",140100,"29061-320-3005-0628-000","Woodridge",5
-76.9916494492487,38.9221633183913,"OPP 1007 BRYANT ST NE",140138,"21872-100-3001-0240-000","Brentwood",5
-76.9744796255326,38.925530580147,"2021 FRANKLIN ST NE",140213,"23809-200-3005-0496-000","Langdon",5
-76.969644669437,38.9292139200311,"2600 blk Irving St NE",140216,"24875-260-3001-0127-000","Langdon",5
-76.9696853119828,38.9291182419051,"2605 Irving St NE",140217,"24875-260-3005-0131-000","Langdon",5
-76.9806769061433,38.9382645262759,"1700 blk RANDOLPH St NE/17th Pl",140228,"27468-175-3005-0043-000","Brookland",5
-77.0070785587894,38.917920004441,"2036 LINCOLN RD NE",140282,"25564-205-3001-0162-000","Eckington",5
-77.005419822416,38.9203121198112,"2319 LINCOLN RD NE",140286,"25564-210-3005-0946-000","Glenwood/St. Mary's Cemeteries",5
-77.0055436985095,38.9202452690406,"2300 blk LINCOLN RD NE",140295,"25564-210-3005-0903-000","Glenwood/St. Mary's Cemeteries",5
-77.0036637030211,38.9228766546574,"2500 BLK LINCOLN RD NE",140297,"25564-250-3005-0174-000","Edgewood",5
-77.0011066636666,38.9264056428475,"2900 blk LINCOLN RD NE/franklin",140298,"25564-280-3001-0480-000","Catholic University and other Catholic Institutions",5
-77.0126260121943,38.9095934956148,"opp 105 P ST NW",140307,"16838-010-3001-0130-000","Truxton Circle",5
